Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11
Área 004; 10 102 ; 5 336 ; 4 766 ;  1 300,67 ;  1 705,19 ;   847,80 ;   600,00 ;   800,00 ;   510,00 ;1500602003004
Área 005; 16 811 ; 8 995 ; 7 816 ;  1 006,88 ;  1 151,95 ;   839,94 ;   510,00 ;   600,00 ;   510,00 ;1500602003005
Ananindeua; 247 263 ; 130 522 ; 116 740 ;  1 038,46 ;  1 231,24 ;   822,92 ;   570,00 ;   700,00 ;   510,00 ;1500800
Atalaia e Jaderlandia; 20 054 ; 10 777 ; 9 277 ;   887,30 ;  1 046,31 ;   702,57 ;   510,00 ;   650,00 ;   510,00 ;1500800005001
Aurá e Águas Brancas; 14 890 ; 8 029 ; 6 861 ;   775,87 ;   941,05 ;   582,57 ;   510,00 ;   600,00 ;   510,00 ;1500800005002
Centro Júlia Seffer; 18 689 ; 9 795 ; 8 894 ;  1 178,40 ;  1 377,02 ;   959,65 ;   650,00 ;   800,00 ;   510,00 ;1500800005003
Cidade Nova; 28 387 ; 13 882 ; 14 505 ;  1 408,41 ;  1 741,12 ;  1 090,00 ;   800,00 ;  1 020,00 ;   600,00 ;1500800005004
Coqueiro Norte; 17 285 ; 8 745 ; 8 540 ;  1 831,89 ;  2 189,22 ;  1 465,96 ;   800,00 ;   930,00 ;   700,00 ;1500800005005
Coqueiro Providência; 18 095 ; 9 277 ; 8 818 ;  1 638,91 ;  1 928,81 ;  1 333,89 ;   800,00 ;  1 000,00 ;   650,00 ;1500800005006
Guajará-Maguari; 18 317 ; 9 672 ; 8 644 ;  1 017,75 ;  1 232,03 ;   777,99 ;   600,00 ;   700,00 ;   510,00 ;1500800005007
Guanabara e Águas Lindas; 18 865 ; 10 385 ; 8 480 ;   938,17 ;  1 111,82 ;   725,50 ;   510,00 ;   700,00 ;   510,00 ;1500800005008
Heliolandia e Geraldo Palmeira; 20 033 ; 10 856 ; 9 177 ;   717,41 ;   839,16 ;   573,40 ;   510,00 ;   570,00 ;   510,00 ;1500800005009
Icuí; 20 203 ; 10 676 ; 9 528 ;   684,11 ;   816,70 ;   535,55 ;   510,00 ;   550,00 ;   510,00 ;1500800005010
Jibóia Branca e 40 Horas; 20 390 ; 10 956 ; 9 434 ;   799,91 ;   961,87 ;   611,82 ;   510,00 ;   600,00 ;   510,00 ;1500800005011
Paar; 17 804 ; 9 471 ; 8 333 ;   712,43 ;   872,00 ;   531,07 ;   510,00 ;   600,00 ;   510,00 ;1500800005012
Urbanização Restrita; 14 251 ; 8 000 ; 6 251 ;   742,02 ;   885,73 ;   558,10 ;   510,00 ;   600,00 ;   510,00 ;1500800005013
Augusto Corrêa; 15 384 ; 7 753 ; 7 631 ;   395,85 ;   437,28 ;   353,75 ;   250,00 ;   300,00 ;   200,00 ;1500909
Área 001; 7 724 ; 3 882 ; 3 842 ;   433,53 ;   501,72 ;   364,63 ;   312,00 ;   500,00 ;   200,00 ;1500909003001
Área 002; 7 660 ; 3 870 ; 3 789 ;   357,84 ;   372,65 ;   342,72 ;   212,00 ;   212,00 ;   212,00 ;1500909003002
Barcarena; 45 242 ; 25 804 ; 19 439 ;   919,55 ;  1 147,36 ;   617,13 ;   510,00 ;   600,00 ;   510,00 ;1501303
Área 001; 13 538 ; 7 925 ; 5 613 ;  1 388,01 ;  1 784,49 ;   828,26 ;   603,00 ;   900,00 ;   510,00 ;1501303003001
Área 002; 13 939 ; 8 012 ; 5 927 ;   814,73 ;  1 004,24 ;   558,54 ;   510,00 ;   700,00 ;   510,00 ;1501303003002
Área 003; 17 765 ; 9 867 ; 7 898 ;   644,79 ;   751,85 ;   511,04 ;   510,00 ;   510,00 ;   492,00 ;1501303003003
Belém; 747 440 ; 381 832 ; 365 607 ;  1 512,56 ;  1 751,07 ;  1 263,47 ;   600,00 ;   755,00 ;   510,00 ;1501402
Agulha; 17 588 ; 9 634 ; 7 954 ;   756,02 ;   894,25 ;   588,59 ;   510,00 ;   600,00 ;   510,00 ;1501402005040
Área Rural; 14 706 ; 8 121 ; 6 585 ;   646,82 ;   714,07 ;   563,89 ;   510,00 ;   510,00 ;   510,00 ;1501402005027
Ariri; 17 522 ; 8 755 ; 8 768 ;  1 505,59 ;  1 732,95 ;  1 278,58 ;   800,00 ;   900,00 ;   680,00 ;1501402005034
Barreiro; 17 344 ; 9 353 ; 7 991 ;   649,61 ;   752,63 ;   529,04 ;   510,00 ;   510,00 ;   510,00 ;1501402005005
Bengui; 16 806 ; 9 058 ; 7 748 ;  1 109,21 ;  1 312,31 ;   871,79 ;   600,00 ;   765,00 ;   510,00 ;1501402005029
Cabanagem; 16 309 ; 8 625 ; 7 684 ;  1 079,93 ;  1 264,78 ;   872,45 ;   600,00 ;   750,00 ;   510,00 ;1501402005031
Castanheira; 16 082 ; 8 634 ; 7 448 ;  1 050,79 ;  1 164,45 ;   919,02 ;   600,00 ;   700,00 ;   510,00 ;1501402005026
Centro Histórico; 18 786 ; 8 322 ; 10 464 ;  4 372,91 ;  6 123,64 ;  2 980,66 ;  1 900,00 ;  2 100,00 ;  1 500,00 ;1501402005001
Condor; 18 014 ; 8 936 ; 9 078 ;   936,24 ;  1 013,84 ;   859,86 ;   510,00 ;   600,00 ;   510,00 ;1501402005020
Coqueiro; 14 874 ; 8 073 ; 6 801 ;   880,48 ;  1 006,41 ;   731,01 ;   510,00 ;   700,00 ;   510,00 ;1501402005033
Cremação; 19 166 ; 8 973 ; 10 193 ;  2 334,39 ;  2 749,21 ;  1 969,24 ;   800,00 ;  1 000,00 ;   700,00 ;1501402005017
Cruzeiro; 18 261 ; 9 536 ; 8 725 ;  1 066,73 ;  1 227,18 ;   891,36 ;   580,00 ;   740,00 ;   510,00 ;1501402005041
Guamá-01; 19 061 ; 9 480 ; 9 582 ;   946,29 ;  1 035,94 ;   857,59 ;   600,00 ;   700,00 ;   510,00 ;1501402005021
Guamá-02; 18 547 ; 9 736 ; 8 811 ;   774,93 ;   869,53 ;   670,40 ;   510,00 ;   510,00 ;   510,00 ;1501402005022
Guamá-03; 18 108 ; 9 409 ; 8 699 ;   654,94 ;   770,89 ;   529,52 ;   510,00 ;   560,00 ;   510,00 ;1501402005023
Jabatiteua; 17 312 ; 9 031 ; 8 282 ;  1 204,47 ;  1 483,95 ;   899,70 ;   575,00 ;   700,00 ;   510,00 ;1501402005025
Jurunas-01; 18 418 ; 9 063 ; 9 356 ;  1 550,90 ;  1 902,91 ;  1 209,92 ;   690,00 ;   800,00 ;   600,00 ;1501402005018
Jurunas-02; 18 272 ; 9 897 ; 8 375 ;   817,41 ;   906,89 ;   711,68 ;   510,00 ;   560,00 ;   510,00 ;1501402005019
Maracacuera; 16 708 ; 9 172 ; 7 537 ;   856,17 ;   979,11 ;   706,56 ;   510,00 ;   600,00 ;   510,00 ;1501402005039
Marambaia; 18 156 ; 9 277 ; 8 879 ;  1 449,35 ;  1 701,60 ;  1 185,80 ;   700,00 ;   900,00 ;   580,00 ;1501402005008
Marco-01; 17 010 ; 8 167 ; 8 842 ;  2 939,61 ;  3 501,20 ;  2 420,89 ;  1 500,00 ;  1 800,00 ;  1 020,00 ;1501402005013
Marco-02; 17 799 ; 8 350 ; 9 449 ;  2 528,54 ;  3 250,41 ;  1 890,59 ;  1 020,00 ;  1 500,00 ;   900,00 ;1501402005014
Mosqueiro-Exp; 8 086 ; 4 231 ; 3 855 ;   777,36 ;   914,37 ;   626,95 ;   510,00 ;   510,00 ;   400,00 ;1501402005044
Mosqueiro-Urb; 7 579 ; 3 742 ; 3 837 ;   873,74 ;   927,66 ;   821,16 ;   510,00 ;   590,00 ;   510,00 ;1501402005043
Nazaré; 18 790 ; 8 201 ; 10 588 ;  4 798,88 ;  6 065,26 ;  3 817,95 ;  2 500,00 ;  3 500,00 ;  2 000,00 ;1501402005015
Nova Marambaia; 19 746 ; 9 874 ; 9 872 ;  1 522,69 ;  1 738,33 ;  1 307,01 ;   800,00 ;  1 000,00 ;   690,00 ;1501402005007
Outeiro; 13 828 ; 7 613 ; 6 215 ;   792,12 ;   939,37 ;   611,76 ;   510,00 ;   600,00 ;   510,00 ;1501402005042
Parque Guajará; 14 630 ; 7 879 ; 6 751 ;   936,29 ;  1 104,99 ;   739,42 ;   510,00 ;   600,00 ;   510,00 ;1501402005037
Parque Verde; 17 141 ; 8 749 ; 8 392 ;  1 787,19 ;  2 248,35 ;  1 306,40 ;   710,00 ;   880,00 ;   600,00 ;1501402005032
Pedreira-01; 18 772 ; 9 640 ; 9 133 ;  1 208,76 ;  1 459,14 ;   944,49 ;   600,00 ;   750,00 ;   510,00 ;1501402005010
Pedreira-02; 18 584 ; 8 833 ; 9 751 ;  2 122,23 ;  2 351,63 ;  1 914,42 ;  1 000,00 ;  1 025,00 ;  1 000,00 ;1501402005011
Pedreira-03; 18 742 ; 9 354 ; 9 389 ;  1 530,31 ;  1 753,90 ;  1 307,55 ;   700,00 ;   800,00 ;   600,00 ;1501402005012
Pratinha; 13 846 ; 7 830 ; 6 016 ;   964,43 ;  1 062,43 ;   836,88 ;   510,00 ;   600,00 ;   510,00 ;1501402005028
Sacramenta; 17 314 ; 9 239 ; 8 075 ;  1 103,74 ;  1 280,22 ;   901,82 ;   600,00 ;   700,00 ;   510,00 ;1501402005004
São Brás; 18 435 ; 8 143 ; 10 292 ;  3 418,65 ;  4 179,05 ;  2 817,01 ;  1 500,00 ;  2 000,00 ;  1 300,00 ;1501402005016
São Clemente; 16 378 ; 8 487 ; 7 891 ;   787,31 ;   896,77 ;   669,58 ;   510,00 ;   600,00 ;   510,00 ;1501402005030
Souza; 18 308 ; 9 152 ; 9 156 ;  1 715,69 ;  1 973,23 ;  1 458,24 ;   900,00 ;  1 000,00 ;   800,00 ;1501402005009
Tapanã-01; 16 399 ; 8 712 ; 7 687 ;  1 044,21 ;  1 225,36 ;   838,91 ;   600,00 ;   800,00 ;   510,00 ;1501402005035
Tapanã-02; 14 961 ; 8 376 ; 6 584 ;   672,37 ;   811,81 ;   494,98 ;   510,00 ;   600,00 ;   510,00 ;1501402005036
Telégrafo; 19 064 ; 9 674 ; 9 390 ;  1 185,46 ;  1 309,22 ;  1 057,96 ;   600,00 ;   800,00 ;   510,00 ;1501402005003
Tenoné; 15 933 ; 8 396 ; 7 537 ;   934,18 ;  1 071,90 ;   780,76 ;   600,00 ;   700,00 ;   510,00 ;1501402005038
Terra Firme; 18 489 ; 9 428 ; 9 061 ;   759,89 ;   824,09 ;   693,10 ;   510,00 ;   510,00 ;   510,00 ;1501402005024
Umarizal; 19 854 ; 9 252 ; 10 602 ;  3 297,56 ;  4 153,24 ;  2 550,88 ;  1 500,00 ;  2 000,00 ;  1 200,00 ;1501402005002
Val-de-Cães; 17 710 ; 9 427 ; 8 283 ;  1 871,12 ;  2 414,57 ;  1 252,56 ;   800,00 ;  1 000,00 ;   515,00 ;1501402005006
Benevides; 24 921 ; 14 052 ; 10 869 ;   775,32 ;   903,93 ;   609,05 ;   510,00 ;   600,00 ;   510,00 ;1501501
Distrito 05 de Benevides; 14 099 ; 7 859 ; 6 240 ;   826,45 ;   984,53 ;   627,35 ;   510,00 ;   600,00 ;   510,00 ;1501501002001
Distrito 10 de Benevides; 10 822 ; 6 193 ; 4 630 ;   708,71 ;   801,65 ;   584,39 ;   510,00 ;   534,00 ;   510,00 ;1501501002002
Bragança; 53 960 ; 28 711 ; 25 249 ;   649,13 ;   709,60 ;   580,37 ;   500,00 ;   510,00 ;   400,00 ;1501709
Área 001; 8 436 ; 4 514 ; 3 922 ;   683,71 ;   689,46 ;   677,09 ;   510,00 ;   510,00 ;   470,00 ;1501709003001
Área 002; 13 426 ; 7 260 ; 6 166 ;   525,33 ;   580,96 ;   459,84 ;   400,00 ;   500,00 ;   362,00 ;1501709003002
Área 003; 13 686 ; 7 249 ; 6 437 ;   683,91 ;   725,89 ;   636,65 ;   510,00 ;   510,00 ;   500,00 ;1501709003003
Área 004; 18 412 ; 9 689 ; 8 723 ;   697,70 ;   803,19 ;   580,53 ;   409,00 ;   510,00 ;   300,00 ;1501709003004
Breu Branco; 21 163 ; 11 769 ; 9 394 ;   609,14 ;   751,51 ;   430,78 ;   510,00 ;   510,00 ;   300,00 ;1501782
Área 001; 13 628 ; 7 701 ; 5 927 ;   678,53 ;   817,49 ;   497,96 ;   510,00 ;   510,00 ;   360,00 ;1501782003001
Área 002; 7 535 ; 4 067 ; 3 467 ;   483,64 ;   626,59 ;   315,94 ;   450,00 ;   510,00 ;   134,00 ;1501782003002
Breves; 33 706 ; 19 349 ; 14 357 ;   566,58 ;   615,17 ;   501,10 ;   500,00 ;   510,00 ;   350,00 ;1501808
Área 001; 8 514 ; 4 448 ; 4 067 ;   823,94 ;   905,42 ;   734,85 ;   510,00 ;   510,00 ;   510,00 ;1501808003001
Área 002; 11 644 ; 7 786 ; 3 858 ;   417,73 ;   443,01 ;   366,70 ;   340,00 ;   400,00 ;   234,00 ;1501808003002
Área 003; 13 548 ; 7 115 ; 6 433 ;   532,77 ;   622,14 ;   433,93 ;   500,00 ;   510,00 ;   310,00 ;1501808003003
Cametá; 48 782 ; 24 367 ; 24 415 ;   558,14 ;   663,21 ;   453,28 ;   400,00 ;   500,00 ;   300,00 ;1502103
Área 001; 8 934 ; 4 409 ; 4 525 ;   563,11 ;   646,79 ;   481,59 ;   500,00 ;   510,00 ;   340,00 ;1502103003001
Área 002; 7 197 ; 3 404 ; 3 792 ;   450,18 ;   511,51 ;   395,13 ;   300,00 ;   400,00 ;   244,00 ;1502103003002
Área 003; 16 650 ; 8 699 ; 7 951 ;   738,51 ;   888,37 ;   574,53 ;   510,00 ;   510,00 ;   500,00 ;1502103003003
Área 004; 16 001 ; 7 854 ; 8 147 ;   416,24 ;   488,79 ;   346,29 ;   254,00 ;   300,00 ;   212,00 ;1502103003004
Capanema; 32 929 ; 16 841 ; 16 088 ;   676,85 ;   785,92 ;   562,66 ;   510,00 ;   510,00 ;   480,00 ;1502202
Área 001; 16 188 ; 8 426 ; 7 762 ;   730,43 ;   838,45 ;   613,18 ;   510,00 ;   510,00 ;   510,00 ;1502202003001
Área 002; 16 741 ; 8 416 ; 8 326 ;   625,03 ;   733,33 ;   515,56 ;   510,00 ;   510,00 ;   400,00 ;1502202003002
Capitão Poço; 24 021 ; 12 965 ; 11 057 ;   536,70 ;   562,14 ;   506,88 ;   350,00 ;   400,00 ;   240,00 ;1502301
Área 001; 13 484 ; 7 103 ; 6 381 ;   664,35 ;   672,08 ;   655,74 ;   450,00 ;   510,00 ;   350,00 ;1502301003001
Área 002; 10 537 ; 5 861 ; 4 676 ;   373,35 ;   428,89 ;   303,73 ;   300,00 ;   350,00 ;   140,00 ;1502301003002
Castanhal; 87 289 ; 46 750 ; 40 538 ;   889,09 ;  1 021,53 ;   736,35 ;   510,00 ;   519,00 ;   510,00 ;1502400
Área 001; 9 834 ; 5 426 ; 4 408 ;   682,88 ;   790,02 ;   550,99 ;   510,00 ;   510,00 ;   510,00 ;1502400003001
Área 002; 8 812 ; 4 532 ; 4 280 ;  1 111,29 ;  1 309,10 ;   901,85 ;   587,00 ;   750,00 ;   510,00 ;1502400003002
Área 003; 7 538 ; 4 000 ; 3 538 ;   505,41 ;   596,26 ;   402,71 ;   510,00 ;   510,00 ;   384,00 ;1502400003003
Área 004; 8 277 ; 4 491 ; 3 786 ;   634,62 ;   749,65 ;   498,14 ;   510,00 ;   510,00 ;   510,00 ;1502400003004
Área 005; 7 611 ; 4 198 ; 3 413 ;   706,68 ;   844,06 ;   537,75 ;   510,00 ;   510,00 ;   510,00 ;1502400003005
Área 006; 8 967 ; 4 785 ; 4 182 ;  1 025,86 ;  1 149,27 ;   884,66 ;   510,00 ;   650,00 ;   510,00 ;1502400003006
Área 007; 17 460 ; 9 180 ; 8 280 ;  1 394,93 ;  1 601,93 ;  1 165,45 ;   605,00 ;   800,00 ;   510,00 ;1502400003007
Área 008; 18 789 ; 10 138 ; 8 651 ;   697,39 ;   792,78 ;   585,59 ;   510,00 ;   510,00 ;   510,00 ;1502400003008
Conceição do Araguaia; 23 188 ; 12 640 ; 10 548 ;   761,50 ;   870,15 ;   631,30 ;   510,00 ;   510,00 ;   510,00 ;1502707
Área 001; 9 844 ; 5 583 ; 4 261 ;   633,48 ;   715,90 ;   525,49 ;   510,00 ;   510,00 ;   510,00 ;1502707003001
Área 002; 13 343 ; 7 056 ; 6 287 ;   855,95 ;   992,21 ;   703,01 ;   510,00 ;   510,00 ;   510,00 ;1502707003002
Dom Eliseu; 24 022 ; 14 040 ; 9 982 ;   729,80 ;   846,20 ;   566,09 ;   510,00 ;   510,00 ;   490,00 ;1502939
Área 001; 8 650 ; 5 339 ; 3 311 ;   663,00 ;   740,62 ;   537,85 ;   510,00 ;   510,00 ;   460,00 ;1502939003001
Área 002; 15 372 ; 8 701 ; 6 670 ;   767,40 ;   910,97 ;   580,11 ;   510,00 ;   510,00 ;   500,00 ;1502939003002
Igarapé-Açu; 16 466 ; 8 645 ; 7 821 ;   615,04 ;   683,10 ;   539,79 ;   510,00 ;   510,00 ;   417,00 ;1503200
Área 001; 7 920 ; 4 172 ; 3 747 ;   637,43 ;   776,39 ;   482,72 ;   510,00 ;   510,00 ;   444,00 ;1503200003001
Área 002; 8 546 ; 4 473 ; 4 073 ;   594,29 ;   596,09 ;   592,30 ;   510,00 ;   510,00 ;   400,00 ;1503200003002
Igarapé-Miri; 25 038 ; 13 792 ; 11 246 ;   448,28 ;   490,95 ;   395,95 ;   300,00 ;   400,00 ;   250,00 ;1503309
Distrito 05 de Igarapé-Miri; 15 630 ; 8 400 ; 7 230 ;   518,62 ;   575,33 ;   452,74 ;   437,00 ;   500,00 ;   300,00 ;1503309002001
Distrito 10 de Igarapé-Miri; 9 408 ; 5 392 ; 4 016 ;   331,41 ;   359,48 ;   293,72 ;   220,00 ;   250,00 ;   178,00 ;1503309002002
Ipixuna do Pará; 16 773 ; 9 735 ; 7 038 ;   535,49 ;   632,10 ;   401,87 ;   510,00 ;   510,00 ;   234,00 ;1503457
Área 001; 7 759 ; 4 393 ; 3 366 ;   566,78 ;   674,57 ;   426,07 ;   500,00 ;   510,00 ;   256,00 ;1503457003001
Área 002; 9 014 ; 5 341 ; 3 673 ;   508,56 ;   597,17 ;   379,68 ;   510,00 ;   510,00 ;   167,00 ;1503457003002
Itaituba; 48 566 ; 26 521 ; 22 046 ;   868,49 ;  1 052,29 ;   647,38 ;   510,00 ;   510,00 ;   510,00 ;1503606
Área 001; 10 618 ; 6 727 ; 3 891 ;   950,59 ;  1 169,39 ;   572,32 ;   510,00 ;   700,00 ;   510,00 ;1503606003001
Área 002; 10 614 ; 5 568 ; 5 046 ;  1 024,77 ;  1 246,67 ;   779,94 ;   510,00 ;   700,00 ;   510,00 ;1503606003002
Área 003; 8 168 ; 4 385 ; 3 783 ;   925,46 ;   919,53 ;   932,32 ;   510,00 ;   510,00 ;   510,00 ;1503606003003
Área 004; 19 167 ; 9 842 ; 9 325 ;   712,20 ;   921,45 ;   491,37 ;   510,00 ;   510,00 ;   380,00 ;1503606003004
Itupiranga; 18 865 ; 10 674 ; 8 191 ;   600,74 ;   695,86 ;   476,77 ;   510,00 ;   510,00 ;   360,00 ;1503705
Área 001; 8 664 ; 4 613 ; 4 051 ;   590,14 ;   648,77 ;   523,37 ;   510,00 ;   510,00 ;   495,00 ;1503705003001
Área 002; 10 201 ; 6 061 ; 4 139 ;   609,74 ;   731,69 ;   431,17 ;   500,00 ;   510,00 ;   280,00 ;1503705003002
Jacundá; 23 635 ; 12 939 ; 10 696 ;   824,02 ;   997,75 ;   613,86 ;   510,00 ;   510,00 ;   500,00 ;1503804
Área 001; 7 919 ; 4 370 ; 3 550 ;   655,66 ;   806,32 ;   470,19 ;   510,00 ;   510,00 ;   500,00 ;1503804003001
Área 002; 15 716 ; 8 570 ; 7 147 ;   908,86 ;  1 095,37 ;   685,22 ;   510,00 ;   510,00 ;   500,00 ;1503804003002
Juruti; 18 482 ; 9 904 ; 8 578 ;   617,74 ;   718,32 ;   501,62 ;   510,00 ;   510,00 ;   500,00 ;1503903
Área 001; 11 238 ; 5 921 ; 5 317 ;   690,80 ;   808,97 ;   559,22 ;   510,00 ;   510,00 ;   510,00 ;1503903003001
Área 002; 7 244 ; 3 983 ; 3 261 ;   504,41 ;   583,58 ;   407,70 ;   510,00 ;   510,00 ;   300,00 ;1503903003002
Marabá; 109 028 ; 62 410 ; 46 618 ;  1 080,70 ;  1 285,50 ;   806,53 ;   576,00 ;   700,00 ;   510,00 ;1504208
Cidade Nova; 39 512 ; 21 998 ; 17 514 ;  1 216,85 ;  1 463,09 ;   907,56 ;   600,00 ;   765,00 ;   510,00 ;1504208005002
Interior; 12 453 ; 7 707 ; 4 746 ;   607,78 ;   711,54 ;   439,26 ;   510,00 ;   510,00 ;   350,00 ;1504208005004
Morada Nova; 10 980 ; 6 256 ; 4 724 ;   775,88 ;   887,46 ;   628,12 ;   510,00 ;   510,00 ;   510,00 ;1504208005003
Nova e Velha Maraba; 46 082 ; 26 448 ; 19 634 ;  1 164,41 ;  1 399,22 ;   848,10 ;   600,00 ;   800,00 ;   510,00 ;1504208005001
Marituba; 50 506 ; 28 579 ; 21 927 ;   783,22 ;   923,50 ;   600,39 ;   523,00 ;   700,00 ;   510,00 ;1504422
Área 001; 14 111 ; 8 085 ; 6 026 ;   768,56 ;   922,84 ;   561,58 ;   510,00 ;   600,00 ;   510,00 ;1504422003001
Área 002; 17 956 ; 10 226 ; 7 730 ;   765,55 ;   899,70 ;   588,09 ;   570,00 ;   700,00 ;   510,00 ;1504422003002
Área 003; 18 439 ; 10 268 ; 8 171 ;   811,65 ;   947,72 ;   640,65 ;   600,00 ;   700,00 ;   510,00 ;1504422003003
Moju; 28 764 ; 16 567 ; 12 197 ;   699,51 ;   891,52 ;   438,71 ;   510,00 ;   510,00 ;   312,00 ;1504703
Área 001; 12 673 ; 7 359 ; 5 315 ;   925,14 ;  1 244,66 ;   482,73 ;   510,00 ;   510,00 ;   422,00 ;1504703003001
Área 002; 16 090 ; 9 208 ; 6 883 ;   521,78 ;   609,29 ;   404,72 ;   500,00 ;   510,00 ;   284,00 ;1504703003002
Monte Alegre; 22 739 ; 11 480 ; 11 259 ;   549,65 ;   593,31 ;   505,13 ;   450,00 ;   500,00 ;   395,00 ;1504802
Área 001; 10 600 ; 5 477 ; 5 123 ;   624,88 ;   669,58 ;   577,09 ;   510,00 ;   510,00 ;   469,00 ;1504802003001
Área 002; 12 140 ; 6 003 ; 6 136 ;   483,96 ;   523,73 ;   445,05 ;   400,00 ;   405,00 ;   320,00 ;1504802003002
Novo Repartimento; 24 218 ; 14 296 ; 9 921 ;   649,25 ;   735,28 ;   525,27 ;   510,00 ;   510,00 ;   380,00 ;1505064
Área 001; 10 572 ; 6 445 ; 4 127 ;   547,84 ;   635,23 ;   411,35 ;   500,00 ;   510,00 ;   278,00 ;1505064003001
Área 002; 13 646 ; 7 851 ; 5 794 ;   727,82 ;   817,41 ;   606,41 ;   510,00 ;   510,00 ;   430,00 ;1505064003002
Óbidos; 22 591 ; 12 127 ; 10 464 ;   555,25 ;   663,11 ;   430,26 ;   450,00 ;   500,00 ;   347,00 ;1505106
Área 001; 9 866 ; 5 147 ; 4 719 ;   815,66 ;  1 046,06 ;   564,39 ;   510,00 ;   510,00 ;   510,00 ;1505106003001
Área 002; 12 725 ; 6 980 ; 5 745 ;   353,36 ;   380,75 ;   320,06 ;   255,00 ;   300,00 ;   200,00 ;1505106003002
Oriximiná; 25 615 ; 13 598 ; 12 017 ;   805,57 ;  1 000,10 ;   585,43 ;   510,00 ;   510,00 ;   450,00 ;1505304
Área 001; 10 230 ; 5 329 ; 4 900 ;  1 124,33 ;  1 453,06 ;   766,83 ;   510,00 ;   510,00 ;   510,00 ;1505304003001
Área 002; 15 385 ; 8 269 ; 7 116 ;   593,62 ;   708,17 ;   460,52 ;   480,00 ;   510,00 ;   310,00 ;1505304003002
Pacajá; 14 945 ; 7 955 ; 6 990 ;   604,86 ;   757,54 ;   431,11 ;   500,00 ;   510,00 ;   145,00 ;1505486
Área 001; 6 048 ; 3 152 ; 2 896 ;   617,96 ;   776,31 ;   445,60 ;   432,00 ;   510,00 ;   145,00 ;1505486003001
Área 002; 8 897 ; 4 803 ; 4 094 ;   595,96 ;   745,22 ;   420,86 ;   500,00 ;   510,00 ;   140,00 ;1505486003002
Paragominas; 46 443 ; 26 812 ; 19 631 ;  1 032,22 ;  1 213,01 ;   785,31 ;   510,00 ;   600,00 ;   510,00 ;1505502
Área 001; 8 470 ; 4 603 ; 3 867 ;  1 101,65 ;  1 227,89 ;   951,38 ;   510,00 ;   600,00 ;   510,00 ;1505502003001
Área 002; 8 338 ; 4 672 ; 3 666 ;  1 326,92 ;  1 564,92 ;  1 023,64 ;   510,00 ;   600,00 ;   510,00 ;1505502003002
Área 003; 12 768 ; 7 401 ; 5 367 ;  1 330,73 ;  1 632,13 ;   915,12 ;   600,00 ;   800,00 ;   510,00 ;1505502003003
Área 004; 16 867 ; 10 136 ; 6 731 ;   625,73 ;   738,06 ;   456,57 ;   510,00 ;   510,00 ;   432,00 ;1505502003004
Parauapebas; 74 791 ; 45 124 ; 29 668 ;  1 241,49 ;  1 453,07 ;   919,68 ;   750,00 ;   940,00 ;   510,00 ;1505536
Área 001; 7 418 ; 4 420 ; 2 998 ;  1 642,40 ;  1 928,52 ;  1 220,54 ;   950,00 ;  1 110,00 ;   655,00 ;1505536003001
Área 002; 10 967 ; 6 779 ; 4 188 ;   897,80 ;  1 077,59 ;   606,78 ;   600,00 ;   800,00 ;   510,00 ;1505536003002
Área 003; 7 052 ; 4 431 ; 2 621 ;  1 023,82 ;  1 187,55 ;   747,03 ;   700,00 ;  1 000,00 ;   510,00 ;1505536003003
Área 004; 6 921 ; 4 202 ; 2 720 ;  1 020,95 ;  1 194,05 ;   753,50 ;   800,00 ;   970,00 ;   510,00 ;1505536003004
Área 005; 11 662 ; 6 800 ; 4 862 ;  1 483,27 ;  1 676,15 ;  1 213,52 ;   850,00 ;  1 100,00 ;   600,00 ;1505536003005
Área 006; 12 788 ; 7 443 ; 5 345 ;  1 290,96 ;  1 568,21 ;   904,90 ;   700,00 ;   910,00 ;   510,00 ;1505536003006
Área 007; 17 983 ; 11 049 ; 6 934 ;  1 263,95 ;  1 483,35 ;   914,33 ;   700,00 ;   870,00 ;   510,00 ;1505536003007
Portel; 16 752 ; 8 916 ; 7 836 ;   593,25 ;   720,16 ;   448,85 ;   500,00 ;   510,00 ;   202,00 ;1505809
Área 001; 8 551 ; 4 378 ; 4 173 ;   762,11 ;   955,35 ;   559,37 ;   510,00 ;   510,00 ;   300,00 ;1505809003001
Área 002; 8 201 ; 4 538 ; 3 663 ;   417,18 ;   493,24 ;   322,96 ;   300,00 ;   450,00 ;   167,00 ;1505809003002
Redenção; 40 162 ; 22 836 ; 17 327 ;   976,96 ;  1 181,16 ;   707,84 ;   510,00 ;   600,00 ;   510,00 ;1506138
Área 001; 9 691 ; 5 984 ; 3 707 ;   658,01 ;   778,53 ;   463,43 ;   510,00 ;   536,00 ;   510,00 ;1506138003001
Área 002; 11 108 ; 6 079 ; 5 030 ;  1 198,02 ;  1 426,58 ;   921,80 ;   540,00 ;   750,00 ;   510,00 ;1506138003002
Área 003; 19 363 ; 10 773 ; 8 591 ;  1 009,77 ;  1 266,34 ;   688,02 ;   510,00 ;   650,00 ;   510,00 ;1506138003003
Rondon do Pará; 22 063 ; 12 664 ; 9 399 ;   679,89 ;   818,97 ;   492,49 ;   510,00 ;   510,00 ;   400,00 ;1506187
